EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Y_N
8637,"Melissa Allen",55,Yes,"Travel Rarely",316,"Research and Development",2,2,"Life Science",1,3,Female,2020-11-12,60,2,4,"Research Director",4,Married,11849,23668,5,NULL,Yes,24,3,4,80,0,34,1,3,4,3,3,2,1
3087,"Brian Walker",18,No,"Travel Frequently",1396,"Human Resources",1,3,"Technical Degree",1,1,Male,2024-03-03,76,1,1,"Human Resources",4,Single,3297,22433,0,NULL,No,22,3,4,80,1,0,3,2,0,0,0,0,0
7460,"Joseph Martin",48,No,"Travel Rarely",814,Sales,1,2,"Life Science",1,3,Male,2013-01-25,71,2,4,"Sales Executive",3,Single,14819,2763,5,NULL,No,17,3,2,80,0,28,6,3,11,4,6,8,0
7807,"Daniel Johnson",28,Yes,"Travel Rarely",275,Sales,10,3,"Life Science",1,4,Male,2023-11-16,42,2,3,"Sales Executive",3,Married,9540,2831,4,NULL,No,24,3,4,80,0,9,2,1,1,1,1,1,1
6430,"Stephanie Brown",25,Yes,"Travel Rarely",991,Sales,18,2,"Technical Degree",1,2,Female,2024-09-27,38,4,2,"Sales Executive",3,Married,4762,5241,1,NULL,No,13,3,2,80,1,4,3,2,0,0,0,0,1
3246,"Nancy Allen",49,No,"Travel Rarely",978,"Research and Development",3,3,Medical,1,4,Female,2018-05-12,81,2,3,"Laboratory Technician",3,Single,3522,22220,0,NULL,No,18,3,3,80,0,31,6,3,6,0,0,3,0
1574,"Kimberly Martin",41,Yes,"Travel Frequently",1147,"Research and Development",2,3,Marketing,1,4,Female,2023-06-04,68,2,3,"Manufacturing Director",4,Married,7774,19218,0,NULL,No,18,3,4,80,1,21,2,2,1,0,0,1,1
7716,"Cynthia Davis",25,Yes,"Travel Frequently",1166,"Research and Development",5,2,"Human Resources",1,3,Female,2022-10-21,37,4,1,"Research Director",3,Married,3628,5995,2,NULL,No,16,4,1,80,0,3,0,3,2,1,2,0,1
3354,"James Taylor",30,Yes,"Travel Rarely",487,Sales,4,4,Marketing,1,1,Male,2016-10-05,66,2,4,"Sales Executive",2,Married,14746,18548,3,NULL,No,12,3,3,80,1,10,2,3,8,1,8,7,1
1566,"Karen Thompson",38,No,"Travel Rarely",663,"Human Resources",14,1,"Human Resources",1,3,Female,2013-09-14,41,3,4,"Human Resources",2,Divorced,14976,16478,5,NULL,Yes,18,4,3,80,0,20,0,3,11,7,4,3,0
6323,"Karen Ramirez",43,No,"Travel Rarely",172,Sales,10,3,Marketing,1,3,Female,2010-05-04,96,1,3,"Sales Representative",4,Married,9907,2485,4,NULL,Missing,16,3,3,80,0,25,1,3,14,8,2,4,0
8208,"Jacob Walker",48,No,"Travel Rarely",1390,"Research and Development",14,2,"Life Science",1,3,Male,2000-03-06,76,3,4,"Research Scientist",1,Married,13775,18095,1,NULL,Yes,11,3,4,80,2,28,2,3,24,16,23,16,0
409,"Margaret Johnson",46,No,"Travel Rarely",117,Sales,5,4,Other,1,4,Female,2007-06-28,31,2,3,"Sales Representative",1,Married,8341,2197,4,NULL,No,18,3,2,80,1,26,3,1,17,16,14,6,0
6264,"Richard Nguyen",18,Yes,"Travel Rarely",1460,"Research and Development",3,1,"Technical Degree",1,1,Male,2024-09-26,32,3,1,"Research Scientist",1,Married,2811,12528,2,NULL,No,16,3,3,80,0,0,0,3,0,0,0,0,1
1768,"Kenneth Anderson",34,No,"Travel Rarely",455,"Research and Development",1,4,"Technical Degree",1,3,Male,2013-11-17,45,3,3,"Research Scientist",3,Single,12004,17706,3,NULL,No,21,3,4,80,1,13,3,3,11,7,5,3,0
9047,"Paul Lewis",58,No,"Travel Rarely",579,Sales,4,3,Other,1,3,Male,1990-02-13,52,1,3,"Sales Executive",1,Single,11671,24796,1,NULL,Yes,13,3,4,80,2,38,2,3,34,25,26,19,0
7707,"Brian Allen",25,Yes,"Travel Rarely",504,Sales,8,3,Marketing,1,3,Male,2019-11-12,34,4,4,"Sales Executive",4,Married,10639,20931,1,NULL,No,15,3,2,80,1,6,2,2,5,5,1,1,1
2216,"Ryan Anderson",30,No,"No Travel",1335,Sales,2,3,Marketing,1,3,Male,2016-11-23,80,3,2,"Sales Executive",3,Married,5314,21356,5,NULL,No,24,3,2,80,0,10,2,3,8,3,6,8,0
8664,"Karen Anderson",41,No,"Travel Rarely",339,"Research and Development",6,3,Missing,1,4,Female,2014-02-14,64,3,4,"Research Scientist",4,Married,16628,24901,3,NULL,No,16,3,1,80,0,20,3,3,10,4,3,4,0
5657,"Charles Davis",29,Yes,"Travel Rarely",384,"Research and Development",29,2,Medical,1,4,Male,2018-09-11,59,4,2,"Laboratory Technician",1,Married,6020,13402,6,NULL,No,13,3,4,80,3,8,0,3,6,0,4,3,1
7276,"Jeffrey Brown",37,Yes,"Travel Rarely",1340,"Research and Development",1,4,"Life Science",1,4,Male,2018-06-21,30,2,5,Manager,2,Divorced,19999,11639,6,NULL,Yes,23,3,2,80,2,16,4,3,6,3,1,1,1
5673,"George Martin",31,Yes,"Travel Rarely",1467,Sales,17,3,"Technical Degree",1,3,Male,2021-12-30,88,1,3,"Sales Representative",2,Single,9491,7728,3,NULL,Yes,23,4,2,80,1,10,0,2,3,3,3,0,1
1485,"Andrew Johnson",43,Yes,"Travel Rarely",755,"Research and Development",3,3,"Life Science",1,1,Male,2005-06-22,57,3,3,"Laboratory Technician",4,Married,7410,24091,5,NULL,No,12,4,2,80,1,24,4,2,19,11,16,13,1
7767,"Brian Anderson",44,No,"Travel Rarely",1133,Sales,10,3,"Life Science",1,2,Male,2007-05-07,75,3,3,"Sales Executive",4,Married,7797,22329,5,NULL,No,14,4,1,80,2,22,2,2,17,9,4,3,0
4869,"Carol Hill",38,No,"Travel Frequently",861,NULL,4,4,Marketing,1,4,Female,2022-03-31,34,2,3,"Human Resources",3,Married,5651,25564,4,NULL,No,14,3,3,80,1,18,2,3,2,1,0,0,0
8310,"Brian Young",39,Yes,"Travel Rarely",491,Sales,5,4,"Life Science",1,4,Male,2009-03-10,54,3,5,"Sales Executive",3,Divorced,16485,19503,3,NULL,Yes,16,4,1,80,1,19,1,3,15,9,2,8,1
8250,"David Clark",42,No,"Travel Rarely",995,"Research and Development",7,3,"Life Science",1,4,Male,2007-11-10,31,2,3,"Healthcare Representative",1,Married,11370,25273,2,NULL,No,19,3,4,80,1,24,1,3,17,12,1,8,0
523,"Patricia Johnson",35,No,"Travel Rarely",944,Sales,24,3,Other,1,3,Female,2021-12-07,65,2,4,"Sales Executive",4,Married,14141,17567,1,NULL,No,11,3,1,80,2,17,3,3,3,1,2,0,0
2084,"Patricia Garcia",46,No,"Travel Rarely",1249,Sales,14,3,Missing,1,1,Female,2005-03-02,49,2,4,"Sales Representative",1,Married,11293,18203,4,NULL,No,17,4,3,80,0,27,5,3,19,15,13,13,0
2756,"Dorothy Brown",36,No,"Travel Frequently",781,"Research and Development",13,3,"Life Science",1,4,Female,2021-09-15,59,4,4,"Research Scientist",2,Married,13022,25688,4,NULL,No,11,3,1,80,0,18,1,2,3,0,3,1,0
6052,"Richard Lewis",28,Yes,"Travel Frequently",1412,Sales,12,4,Medical,1,1,Male,2019-01-01,33,3,2,"Sales Executive",3,Married,6748,15214,3,NULL,Yes,16,3,4,80,0,9,3,4,6,0,6,1,1
5084,"Kimberly Nguyen",50,No,"Travel Rarely",1155,"Research and Development",5,2,"Life Science",1,3,Female,1999-02-27,46,4,4,"Healthcare Representative",4,Married,13962,22207,3,NULL,Yes,20,3,3,80,0,31,2,4,25,23,4,11,0
4203,"Ryan Smith",39,No,"Travel Rarely",1201,"Research and Development",1,4,"Life Science",1,2,Male,2011-06-07,44,2,4,"Laboratory Technician",3,Divorced,14813,5216,1,NULL,No,22,4,2,80,0,20,6,3,13,13,9,7,0
2966,"Gary King",55,No,"Travel Rarely",830,Sales,1,3,"Human Resources",1,2,Male,2023-06-14,79,1,3,Manager,3,Married,6901,21170,5,NULL,Yes,13,3,1,80,2,34,0,4,1,1,0,1,0
4233,"Brian Hernandez",27,No,"Travel Rarely",316,"Research and Development",12,3,"Life Science",1,2,Male,2017-09-28,76,3,2,"Research Scientist",4,Divorced,3289,15757,2,NULL,Yes,19,3,3,80,0,7,2,2,7,7,4,4,0
6449,"Kenneth Moore",29,Yes,"Travel Rarely",452,"Research and Development",6,2,Medical,1,2,Male,2016-07-11,68,3,4,Manager,3,Married,11465,12701,3,NULL,No,20,4,1,80,0,8,3,3,8,4,7,0,1
194,"Kevin Smith",31,Yes,"Travel Rarely",1115,"Research and Development",3,2,"Life Science",1,3,Male,2024-02-12,40,3,4,"Laboratory Technician",4,Married,12793,12594,3,NULL,Yes,23,3,1,80,1,13,2,1,0,0,0,0,1
1457,"Sharon Rodriguez",38,No,"Travel Rarely",162,"Research and Development",2,2,"Life Science",1,3,Female,2014-03-30,97,4,4,"Laboratory Technician",4,Divorced,11655,25966,1,NULL,Yes,15,3,3,80,1,18,2,3,10,1,3,4,0
124,"Cynthia Johnson",28,Yes,"Travel Frequently",1224,"Research and Development",11,2,"Life Science",1,2,Female,2023-08-12,91,3,3,"Research Scientist",3,Divorced,10156,16707,2,NULL,No,21,3,4,80,1,7,2,2,1,1,1,1,1
9162,"Melissa Miller",41,No,"Travel Rarely",1100,"Research and Development",27,5,"Technical Degree",1,4,Female,2008-06-04,45,3,3,"Research Scientist",4,Married,10238,21109,1,NULL,No,18,3,2,80,1,19,1,2,16,11,11,16,0
7889,"Donna Davis",43,No,"Travel Rarely",798,Sales,6,5,Marketing,1,4,Female,2020-11-20,84,3,3,"Sales Executive",4,Divorced,6415,14512,4,NULL,No,15,4,4,80,0,24,4,2,4,3,3,2,0
6903,"Melissa Brown",30,No,"Travel Rarely",633,"Research and Development",9,3,"Life Science",1,4,Female,2023-10-06,45,3,4,"Research Scientist",2,Married,9271,17328,3,NULL,Yes,11,3,4,80,1,9,3,2,1,1,1,1,0
1097,"George Scott",60,No,"Travel Rarely",823,"Human Resources",15,4,"Human Resources",1,4,Male,2005-08-22,33,3,4,"Human Resources",4,Divorced,Unknown,20109,4,NULL,No,19,3,2,80,1,38,3,3,19,4,0,9,0
398,"Cynthia Wilson",48,No,"Travel Rarely",177,Sales,14,5,Marketing,1,2,Female,2019-02-03,36,3,3,"Sales Executive",4,Married,8866,7606,3,NULL,No,21,3,1,80,0,29,2,3,5,2,1,1,0
674,"Jason Young",36,No,"Travel Frequently",1307,"Research and Development",12,2,Medical,1,3,Male,2016-05-06,44,4,3,"Research Scientist",3,Divorced,8844,7965,3,NULL,No,11,4,1,80,1,15,5,3,8,5,2,0,0
5651,"Mary Martinez",20,No,"Travel Rarely",131,"Research and Development",6,2,"Life Science",1,1,Female,2024-06-23,41,3,1,"Laboratory Technician",3,Divorced,3313,5175,3,NULL,No,12,3,4,80,1,0,0,3,0,0,0,0,0
2272,"John King",45,No,"Travel Rarely",916,Sales,14,4,Marketing,1,3,Male,2021-11-06,80,2,3,"Sales Executive",4,Married,6990,12059,4,NULL,No,24,3,4,80,1,26,2,3,3,2,0,0,0
839,"Patricia Brown",36,No,Missing,530,"Research and Development",11,2,Medical,1,4,Female,2007-11-17,70,3,4,"Research Scientist",1,Divorced,11901,8483,3,NULL,No,21,3,4,80,0,17,4,3,17,11,5,5,0
7317,"Robert Robinson",39,No,"Travel Rarely",445,"Human Resources",1,3,"Technical Degree",1,4,Male,2020-07-11,93,4,3,Manager,1,Single,8102,11508,0,NULL,No,22,3,3,80,2,20,2,1,4,3,3,2,0
1701,"Daniel Martinez",31,No,"Travel Rarely",1108,"Research and Development",28,3,Marketing,1,2,Male,2018-03-30,90,2,3,"Research Scientist",2,Married,9590,19002,3,NULL,No,16,3,3,80,2,9,2,4,6,0,6,4,0
5618,"David Flores",41,No,"Travel Rarely",1044,"Research and Development",1,3,Medical,1,3,Male,2024-01-23,58,3,4,"Laboratory Technician",3,Divorced,13918,23114,2,NULL,No,11,3,3,80,0,23,0,3,0,0,0,0,0
4113,"John Scott",32,Missing,"Travel Rarely",1091,"Human Resources",1,3,"Human Resources",1,4,Male,2019-03-08,58,1,3,"Human Resources",2,Married,8053,24294,3,NULL,No,24,3,4,80,1,11,2,1,5,4,0,3,NULL
4088,"Mary Johnson",29,No,"Travel Rarely",448,"Research and Development",2,3,"Technical Degree",1,1,Female,2019-05-14,65,4,3,"Research Scientist",4,Single,9286,22388,0,NULL,Yes,15,3,1,80,0,8,1,4,5,4,5,4,0
39,"Karen King",23,No,"Travel Frequently",1001,"Research and Development",1,3,Marketing,1,4,Female,2024-09-22,47,3,2,"Research Scientist",2,Married,4265,4757,1,NULL,No,14,3,3,80,0,2,2,3,0,0,0,0,0
9299,"Rebecca Anderson",22,No,"Travel Rarely",675,Sales,7,4,"Life Science",1,4,Female,2024-09-02,95,3,1,"Sales Executive",2,Married,2694,26004,4,NULL,No,17,3,1,80,1,0,2,3,0,0,0,0,0
2476,"Sandra Miller",42,No,"Travel Rarely",1252,Sales,4,3,Marketing,1,3,Female,2020-04-10,73,3,5,"Sales Executive",4,NULL,19999,22719,2,NULL,No,22,3,1,80,1,20,2,3,4,0,1,1,0
1194,"Jennifer Walker",39,No,"Travel Rarely",1456,"Research and Development",6,3,"Life Science",1,2,Female,NULL,43,2,5,"Healthcare Representative",3,Married,19999,12639,2,NULL,No,24,3,3,80,0,18,2,2,14,7,12,12,0
1928,"Richard King",20,Missing,"Travel Rarely",717,"Research and Development",15,4,"Technical Degree",1,3,Male,2024-12-28,55,3,1,"Research Scientist",3,Married,2479,2898,5,NULL,No,20,3,4,80,0,0,2,3,0,0,0,0,NULL
835,"Cynthia King",32,No,"Travel Rarely",564,"Research and Development",11,4,"Technical Degree",1,3,Female,2010-04-19,69,2,3,Manager,4,Divorced,9205,18901,4,NULL,Yes,24,3,2,80,1,14,1,3,14,8,13,10,0
2801,"Ronald Johnson",42,Yes,"Travel Rarely",1161,"Human Resources",22,5,"Human Resources",1,3,Male,2020-10-29,43,3,3,"Human Resources",4,Divorced,7807,13992,2,NULL,Yes,18,3,1,80,2,20,2,3,4,4,0,2,1
8484,"Andrew Miller",34,No,"Travel Rarely",1386,"Research and Development",1,5,Medical,1,4,Male,2019-12-17,91,3,3,"Manufacturing Director",4,Divorced,8167,12408,2,NULL,No,11,3,4,80,0,16,2,3,5,2,3,5,0
3304,"Donna Harris",44,No,"Travel Rarely",369,"Research and Development",16,3,Medical,1,4,Female,2008-05-12,83,3,4,Manager,1,Divorced,12728,3967,4,NULL,No,15,3,4,80,1,22,3,3,16,14,15,4,0
2291,"Sandra Walker",38,Yes,Missing,844,"Research and Development",9,2,"Technical Degree",1,2,Female,2023-08-21,69,2,3,"Healthcare Representative",1,Single,7869,9844,5,NULL,NULL,24,3,1,80,1,18,4,3,1,1,0,0,1
804,"Ronald Williams",46,No,"Travel Rarely",1055,"Research and Development",2,2,Medical,1,1,Male,2010-09-11,95,2,5,"Laboratory Technician",3,Single,19999,3200,2,NULL,Yes,21,3,3,80,1,27,2,3,14,7,6,2,0
5353,"Joseph Lopez",39,No,"Travel Rarely",1090,Sales,6,4,Medical,1,4,Male,2009-11-17,56,3,3,"Sales Executive",4,Single,8476,22774,5,NULL,No,24,3,2,80,0,21,3,4,15,15,2,14,0
9150,"Steven Lopez",31,No,"Travel Rarely",1190,"Research and Development",12,3,"Technical Degree",1,4,Male,2012-11-21,35,3,3,"Research Director",2,Divorced,8281,14445,1,NULL,Yes,24,3,3,80,1,12,6,3,12,0,10,7,0
1694,"Rebecca Thompson",45,Yes,"Travel Frequently",185,"Research and Development",10,2,Medical,1,3,Female,2012-06-13,32,3,5,"Healthcare Representative",3,Married,16153,24400,4,NULL,Yes,13,3,2,80,0,27,2,2,12,8,2,12,1
4368,"Paul Perez",43,Yes,"Travel Rarely",759,"Research and Development",20,2,"Life Science",1,4,Male,2002-02-19,86,2,3,"Healthcare Representative",3,Divorced,7695,15865,3,NULL,Yes,20,4,2,80,0,23,6,3,22,8,9,2,1
403,"Elizabeth Hill",19,No,"Travel Rarely",807,"Research and Development",5,3,"Life Science",1,3,Female,2024-12-06,61,2,1,"Manufacturing Director",4,Divorced,3022,26080,4,NULL,Yes,23,4,2,80,3,0,3,2,0,0,0,0,0
2540,"Jason Thomas",54,No,"Travel Rarely",1104,"Research and Development",1,1,"Life Science",1,2,Male,1996-03-09,86,2,4,Manager,3,Single,11939,24120,3,NULL,No,11,3,2,80,1,32,3,2,28,26,2,17,0
2915,"Ryan Miller",44,No,"Travel Rarely",888,"Research and Development",2,4,Medical,1,1,Male,2002-09-07,44,1,4,"Research Scientist",3,Married,14201,3572,0,NULL,No,24,3,2,80,1,24,3,3,22,11,7,13,0
8275,"Sharon Miller",35,No,"Travel Rarely",500,"Research and Development",11,4,"Life Science",1,2,Female,2024-08-07,58,2,5,"Laboratory Technician",3,Divorced,19999,17158,1,NULL,No,19,4,1,80,0,17,2,2,0,0,0,0,0
2284,"Lisa Thompson",42,Yes,"Travel Rarely",1219,"Research and Development",21,5,"Life Science",1,2,Female,2024-07-28,62,2,4,"Laboratory Technician",2,Married,9171,14194,5,NULL,No,16,4,4,80,2,23,2,2,0,0,0,0,1
510,"Linda Jones",53,No,Missing,1440,"Research and Development",1,3,Other,1,4,Female,2024-11-02,37,2,4,"Healthcare Representative",3,Divorced,12725,15717,1,NULL,Yes,19,3,1,80,0,32,2,2,0,0,0,0,0
7254,"Sandra Allen",41,No,"Travel Rarely",677,"Research and Development",9,2,Medical,1,4,Female,2014-04-20,96,4,3,"Research Scientist",4,Divorced,9747,18984,5,NULL,Yes,24,3,1,80,2,21,2,3,10,3,1,3,0
1616,"Rebecca Allen",42,No,"Travel Frequently",1078,Sales,1,3,Medical,1,2,Female,2018-09-26,64,3,3,"Sales Executive",4,Divorced,9071,14289,3,NULL,No,22,3,3,80,0,20,2,2,6,1,4,2,0
4785,"David Harris",25,Yes,"Travel Rarely",849,Sales,8,2,Marketing,1,4,Male,2018-10-22,51,4,2,"Sales Executive",2,Divorced,5818,22354,3,NULL,No,23,3,2,80,0,7,2,3,6,1,6,6,1
6463,"Rebecca Johnson",37,No,"Travel Rarely",128,"Research and Development",2,2,Medical,1,3,Female,2018-09-17,69,2,3,"Laboratory Technician",3,Married,11453,19440,5,NULL,No,15,3,2,80,0,17,4,2,6,4,0,1,0
1626,"Lisa Torres",26,No,"Travel Rarely",357,"Human Resources",1,2,"Human Resources",1,4,Female,2020-01-09,54,1,2,"Human Resources",3,Single,4140,20256,5,NULL,No,11,3,4,80,0,4,5,3,4,4,4,2,0
8193,"John Garcia",18,No,"Travel Rarely",603,"Research and Development",24,2,"Technical Degree",1,4,Male,2024-06-07,50,3,1,Manager,1,Single,2633,4784,0,NULL,Yes,20,3,2,80,0,0,1,4,0,0,0,0,0
2107,"Robert Clark",26,No,"Travel Rarely",976,"Research and Development",14,3,"Life Science",1,1,Male,2023-01-15,81,4,2,"Research Scientist",3,Married,6395,18683,5,NULL,No,14,3,2,80,1,6,5,4,1,0,0,1,0
6169,"Jeffrey Martinez",42,Yes,"Travel Rarely",563,Sales,10,5,Missing,1,4,Male,2023-02-04,58,3,4,"Sales Executive",3,Single,11175,24794,2,NULL,No,21,3,4,80,1,23,5,3,1,0,1,0,1
3866,"Stephanie Jones",30,Yes,"Travel Rarely",1208,Sales,13,4,Marketing,1,3,Female,2013-09-01,57,3,3,"Sales Representative",1,Married,7481,5015,4,NULL,Yes,22,3,3,80,0,11,1,3,11,8,11,4,1
5581,"Nancy Robinson",30,No,"Travel Rarely",243,"Research and Development",6,3,"Life Science",1,3,Female,2020-06-22,80,2,2,"Laboratory Technician",3,Divorced,4869,2259,2,NULL,No,20,3,4,80,0,9,3,3,4,3,2,3,0
4343,"Gary Gonzalez",33,No,"Travel Rarely",223,"Research and Development",18,4,"Life Science",1,4,Male,2018-08-03,66,2,3,"Laboratory Technician",4,Single,10290,9827,1,NULL,No,21,3,1,80,2,13,2,2,6,3,1,2,0
6597,"Jacob Thompson",38,No,"Travel Rarely",1215,"Research and Development",20,2,Marketing,1,2,Male,2022-09-06,57,4,4,"Research Scientist",3,Divorced,12857,24256,3,NULL,No,24,4,1,80,1,16,2,2,2,1,1,0,0
6146,"Jason Wright",31,No,"Travel Rarely",1225,"Research and Development",1,2,"Life Science",1,2,Male,2019-10-16,68,2,5,"Manufacturing Director",2,Married,19999,14602,2,NULL,Yes,18,3,3,80,0,12,5,3,5,1,3,5,0
5311,"Ronald Allen",42,No,"Travel Rarely",1108,Sales,29,3,"Life Science",1,1,Male,2013-05-26,40,2,4,"Sales Executive",4,Married,14255,23674,0,NULL,No,13,3,1,80,0,22,2,2,11,3,10,6,0
4557,"Richard Martin",40,Yes,"No Travel",709,"Human Resources",3,5,"Technical Degree",1,3,Male,2022-07-01,50,2,4,Manager,1,Married,13663,22641,3,NULL,No,11,3,3,80,0,18,2,3,2,1,2,2,1
3597,"Nancy Sanchez",18,No,"No Travel",716,"Research and Development",16,5,"Technical Degree",1,3,Female,2024-03-26,58,3,1,"Research Scientist",4,Single,2605,19915,1,NULL,Yes,15,3,2,80,0,0,2,4,0,0,0,0,0
7637,"Matthew Moore",32,Yes,"Travel Frequently",1259,Sales,7,4,"Technical Degree",1,2,Male,2014-03-20,31,3,4,"Sales Executive",1,Missing,9414,24373,3,NULL,No,21,3,1,80,3,10,6,3,10,2,10,1,1
8571,"Steven Martinez",39,No,"Travel Rarely",1283,Sales,3,3,"Technical Degree",1,3,Male,2008-04-10,37,4,4,"Sales Representative",2,Single,14515,8151,1,NULL,No,21,3,1,80,1,19,2,3,16,11,16,11,0
8115,"Jason Perez",36,No,"Travel Rarely",1440,"Research and Development",16,3,"Life Science",1,4,Male,2014-09-06,73,3,3,"Laboratory Technician",3,Single,8136,17544,0,NULL,No,14,3,4,80,0,14,2,4,10,9,1,0,0
6041,"Karen Wright",27,Yes,"Travel Rarely",1160,Sales,12,4,"Human Resources",1,4,Female,NULL,40,3,1,"Sales Executive",4,Married,2714,20539,4,NULL,No,17,3,1,80,0,5,2,2,2,1,1,2,1
4581,"Joshua White",34,No,"Travel Rarely",773,"Research and Development",3,4,Medical,1,3,Male,2022-02-19,88,2,5,"Healthcare Representative",1,Divorced,16055,16857,2,NULL,No,18,3,4,80,1,16,5,4,2,1,2,1,0
198,"Ronald Davis",40,No,"Travel Rarely",752,"Research and Development",15,2,"Life Science",1,3,Male,2015-01-15,41,3,4,"Research Scientist",4,Single,18355,16693,4,NULL,No,13,3,3,80,0,20,3,4,9,1,7,5,0
7800,"Mary Garcia",45,No,"Travel Rarely",1343,"Research and Development",29,2,Medical,1,3,Female,2001-10-17,89,3,5,"Laboratory Technician",1,Married,17076,4456,2,NULL,No,11,3,4,80,2,26,2,2,23,19,11,16,0
3439,"Joseph White",35,No,"Travel Rarely",300,Sales,16,5,"Human Resources",1,4,Male,2012-06-17,62,2,4,"Sales Representative",4,Married,12669,2496,5,NULL,No,14,4,1,80,1,13,6,2,12,1,1,3,0
6560,"Michael Jackson",37,No,"Travel Frequently",623,"Research and Development",17,2,"Technical Degree",1,3,Male,2015-10-22,79,4,5,"Research Scientist",3,Divorced,19999,6551,3,NULL,No,19,3,2,80,2,16,2,3,9,6,4,8,0
4604,"Anthony Davis",37,No,"Travel Rarely",1007,"Research and Development",9,2,"Life Science",1,4,Male,2011-06-10,82,3,4,"Laboratory Technician",1,Married,16635,15801,3,NULL,Yes,21,3,1,80,2,15,2,3,13,12,13,5,0
7556,"Steven Nguyen",27,No,"Travel Rarely",1044,Sales,6,2,Marketing,1,4,Male,2018-05-27,43,4,4,"Sales Executive",4,Single,13315,6651,1,NULL,No,17,4,3,80,0,8,2,2,6,1,2,2,0
4380,"Joseph Perez",34,No,"Travel Rarely",971,"Research and Development",6,4,Medical,1,2,Male,2022-05-05,83,2,4,"Research Scientist",4,Missing,12497,18259,2,NULL,No,20,3,3,80,1,12,2,3,2,0,0,0,0
4437,"Brian Lopez",36,No,"No Travel",401,Sales,15,5,Marketing,1,4,Male,2010-11-10,55,4,3,"Sales Representative",3,Divorced,7983,14818,7,NULL,No,22,3,2,80,2,17,5,1,14,6,0,2,0
4747,"Elizabeth Wilson",23,Missing,NULL,528,"Research and Development",4,3,"Life Science",1,3,Female,2023-10-17,64,1,1,"Manufacturing Director",1,Divorced,3217,12645,2,NULL,Yes,24,3,3,80,0,3,3,3,1,0,0,1,NULL
7558,"George Hill",46,No,"Travel Rarely",952,"Research and Development",1,3,Medical,1,4,Male,2010-09-28,89,4,3,"Research Scientist",2,Married,7734,6188,4,NULL,No,24,4,1,80,0,28,2,3,14,8,3,13,0
5550,"Laura Hill",28,No,"Travel Rarely",1344,"Research and Development",21,4,"Life Science",1,1,Female,2018-11-19,85,2,3,Manager,4,Married,10959,12537,2,NULL,Yes,22,3,3,80,0,7,4,3,6,3,3,5,0
4612,"Karen Nguyen",27,Yes,"Travel Frequently",842,"Research and Development",6,5,"Life Science",1,4,Female,2018-11-06,51,2,3,"Healthcare Representative",3,Married,11847,24370,2,NULL,No,13,4,3,80,1,6,2,1,6,0,4,2,1
8968,"Steven Perez",32,No,"Travel Rarely",144,Sales,9,3,Medical,1,4,Male,2018-06-04,67,4,4,"Sales Representative",2,Married,8611,24148,1,NULL,No,15,3,3,80,2,14,2,2,6,6,2,3,0
6201,"Thomas Rodriguez",28,No,"Travel Rarely",649,"Research and Development",22,4,Medical,1,3,Male,2017-07-01,51,3,2,"Research Scientist",3,Divorced,5813,8695,4,NULL,Yes,17,3,3,80,0,9,3,2,7,0,6,3,0
6668,"Barbara Anderson",43,No,"Travel Frequently",839,Sales,7,4,Other,1,1,Female,2002-02-04,66,4,4,"Sales Executive",4,Divorced,15122,8551,0,NULL,No,19,3,4,80,1,24,2,4,22,13,12,22,0
8046,"William Garcia",33,No,"Travel Frequently",1497,"Research and Development",13,3,"Life Science",1,3,Male,2019-06-30,91,4,4,"Laboratory Technician",4,Married,14712,23494,4,NULL,No,12,4,4,80,0,12,2,4,5,5,5,0,0
1953,"Joseph Brown",41,No,"Travel Frequently",786,"Research and Development",2,1,Medical,1,4,Male,2017-02-22,63,4,5,"Laboratory Technician",4,Married,19980,24478,5,NULL,No,16,3,2,80,1,22,2,4,7,6,0,7,0
2016,"Joseph Johnson",36,Yes,"No Travel",1385,"Research and Development",18,3,Medical,1,3,Missing,2011-12-08,58,3,4,"Research Scientist",1,Single,11494,19109,2,NULL,No,24,4,3,80,0,16,4,4,13,8,3,2,1
8940,"Kenneth Taylor",47,No,"Travel Rarely",709,Sales,1,2,Medical,1,4,Male,2011-04-04,83,4,4,"Sales Executive",3,Divorced,15433,26753,7,NULL,No,19,4,3,80,1,28,2,4,13,0,7,6,0
1904,"Donna Garcia",34,No,"Travel Rarely",359,"Research and Development",4,3,Medical,1,1,Female,2010-07-19,37,3,3,"Laboratory Technician",3,Married,8602,13999,1,NULL,No,24,3,3,80,3,16,2,3,14,7,4,10,0
5130,"Edward Sanchez",30,No,"Travel Frequently",1157,"Research and Development",7,4,"Life Science",1,1,Male,2021-08-17,59,3,4,"Research Director",3,Single,12006,18183,2,NULL,Yes,20,3,3,80,0,8,0,4,3,3,1,0,0
