EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
6679,Joseph Young,43,No,Travel_Rarely,1287,Sales,14,5,MARKETING,1,4,Male,06/20/2013,98,3,4,Sales Executive,2,Married,$14714.00,18273,1,Y,no,17,3,4,80,1,25,2,3,11,7,7,6
8960,Donna Anderson,45,Yes,Travel Frequently,$1353,Research & Development,13,2,unknown,1,2,Female,2011-04-13,92,3,3,Laboratory Technician,1,Married,"9,184",5996,6,Y,Yes,18,3,3,80,0,25,6,2,13,7,0,7
3195,Kevin Clark,51,No,Travel_Frequently,161,SALES,1,5,Medical,1,3,Male,,61,1,5,Sales Executive,2,Single,NA,17343,5,Y,No,15,3,4,80,0,33,5,3,5,0,3,1
6311,Edward Clark,33,Yes,Travel_Rarely,1058,Human Resources,10,4,Other,1,3,Male,2012-02-27,63,3,3,Human Resources,2,DIVORCED,"$6,083",21511,4,Y,No,24,3,4,80,0,12,2,3,12,4,4,10
6255,Betty Martinez,56,No,Travel_Frequently,855,Research & Development,17,4,life sciences,1,3,Female,18/03/1993,84,3,4,Research Scientist,2, Single,13143,25984,2,Y,No,20,3,3,80,0,36,2,2,31,29,18,4
7896,David Martin,30,Yes,Travel_Frequently,1348,Research & Development,2,3,Life Sciences,1,1,Male,19/09/2017,68,2,2,Laboratory Technician,2,Married,4705,22066,3,Y,Yes,15,4,3,80,1,10,2,3,7,5,1,2
6111,Kenneth Nguyen,30,No,Travel_Rarely,523,Research & Development,1,3,Technical Degree,1,4,male,02/09/2018,76,4,3,Manufacturing Director,1,Married,"8,847",6033,1,Y,No,18,4,4,80,1,9,4,3,6,6,0,1
538,Karen Gonzalez,26,Yes,travel_rarely,506,Research & Development,7,3,Medical,1,3,FEMALE,29/11/2020,66,4,1,Laboratory Technician,3,Married,"1,792",19711,1,Y,Yes,20,4,2,80,1,5,3,2,4,0,2,0
9719,Anthony King,30,No,Travel_Frequently,1430,Sales,4,3,Marketing,1,4,Male,29/05/2018,85,3,3,Manager,3,Married,"$8,624",6476,1,Y,0,19,3,3,80,1,9,4,3,6,3,3,3
932,William Ramirez,47,No,travel_frequently,644,Research & Development,8,3,Technical Degree,1,4, Male,07/12/1998,52,1,3,Manager,2,Married,7333,23250,2,Y,No,14,3,3,80,1,28,2,1,26,20,17,7
4903,Lisa Williams,36,No,Travel_Rarely,790,Research & Development,8,2,Medical,1,1,Female,2017-05-29,59,3,5,Laboratory Technician,3,Single,16040,22152,0,Y,No,23,3,4,80,0,16,3,3,7,7,4,6
6140,Karen Taylor,99,No,travel_rarely,344,Research & Development,4,4,Other,1,4,Female,19/11/2021,86,2,4,Manufacturing Director,3,Married,"14,727",14931,1,Y,No,16,3,3,80,0,30,4,4,3,3,2,1
1226,Michelle Clark,36,Yes,Travel_Rarely,1368,Research & Development,9,3,Other,1,2,Female,2017-06-17,71,4,3,Healthcare Representative,1,Married,8427,5129,3,Y,1,16,3,3,80,1,15,5,4,7,6,5,3
9659,Margaret Thomas,30,No,travel_rarely,1201,Human Resources,29,4,Human Resources,1,3, Female,23/08/2017,30,1,2,Human Resources,1,Married,4853,4494,1,Y,No,19,3,2,80,1,10,0,3,7,1,3,3
9106,Andrew Martinez,40,Yes,Travel_Rarely,245,Sales ,4,4,Life Science,1,4,N/A,2003-10-18,59,4,4,Manager,4,Married,"$12,391",9548,2,Y,Yes,24,3,1,80,1,22,5,1,21,21,18,18
1716,Carol Rodriguez,52,No,Travel_Rarely,185,Research & Development,7,5,Technical Degree,1,4,female,1996-09-18,76,3,3,Research Scientist,4,Divorced,$7600.00,18428,2,Y,Y,17,3,1,80,1,31,2,1,28,26,24,19
4601,Susan Smith,43,No,Travel_Rarely,786,NULL,14,4,Marketing,1,4,Female,2002-08-25,57,3,3,Sales Representative,2,Married,8180,6544,4,Y,NO,11,3,2,80,2,23,2,3,22,3,4,15
1918,Kenneth Clark,38,No,Travel_Rarely,1377,SALES,11,3,Technical Degree,1,4,Male,02-Jun-2019,62,2,4,Sales Representative,3,Single,15870,6793,3,Y,YES,15,3,3,80,1,16,0,2,5,0,1,1
8460,Michael Sanchez,39,No,Travel_Rarely,474,Research and Development,5,4,Other,1,3,Male,09/06/2018,85,3,3,Research Director,4,Divorced,$7310.00,5278,0,Y,0,16,3,2,80,0,19,2,3,6,4,3,6
5340,Margaret Garcia,35,No,Travel_Frequently,328,sales,17,4,Med,1,4,Female,01/15/2024,39,4,3,Sales Representative,4,Single,7564,25310,1,Y,?,12,3,4,80,0,16,4,2,0,0,0,0
1409,Andrew Thompson,47,Yes,Travel_Frequently,763,sales,11,3,Marketing,1,4,MALE,03/12/2019,98,2,4,Sales Representative,2,Married,"$12,242",13455,4,Y,NO,20,3,2,80,0,25,2,3,5,1,1,5
5864,jason king,35,No,Travel_Frequently,1375,Sales,29,4,Life Science,1,4,Male,14-Aug-2014,50,2,3,Sales Representative,4,Single,11985,11337,1,Y,Yes,17,4,2,80,1,15,2,2,10,0,0,7
5960,David Hernandez,45,No,Travel_Rarely,445,Research & Development,2,2,Life Sciences,1,1,N/A,2008-05-24,73,3,4,Healthcare Representative,4, Single,12404,5689,4,Y,Yes,24,3,3,80,0,27,2,1,16,3,10,16
7780,  William Walker  ,42,No,Travel_Rarely,870,Human Resources,14,3,human resources,1,2,NULL,2014-10-13,31,3,3,Human Resources,4,Married,"10,142",23598,2,Y,No,18,3,4,80,1,23,2,4,10,7,5,8
6791,Emily Miller,41,No,Travel_Rarely,1103,Sales,6,4,Human Resources,1,2,FEMALE,"February 22, 2010",63,3,5,Sales Executive,3,Married,$19999.00,12678,2,Y,No,19,3,4,80,2,22,2,3,14,14,10,7
879,Gary Wright,28,No,Travel_Rarely,$1450,Research & Development,3,2,Life Sciences,1,1,M,2021-05-09,78,3,2,Research Scientist,1, Single,6094,23610,N/A,Y,0,23,4,1,80,2,10,2,3,3,0,0,2
4337,Brian Rodriguez,35,No,Non-Travel,278,Sales,2,4,MARKETING,1,2,Male,"August 24, 2019",50,4,4,Sales Executive,3, Married,Unknown,20267,5,Y,No,20,4,3,80,0,17,2,4,5,1,5,4
8468,Timothy Wilson,31,No,Travel_Frequently,364,Sales,1,4,Technical Degree,1,1,Male,10-Mar-2012,41,1,4,Sales Executive,3,Maried,12238,17880,?,Y,No,15,3,2,80,2,13,2,3,12,3,10,1
7440,Ronald Torres,34,No,Travel_Rarely,499,Sales,2,5,Other,1,3,Male,2022-08-14,79,3,4,Sales Executive,4,Single,$14385.00,24762,2,Y,-,12,3,1,80,1,12,2,3,2,0,0,2
4564,Linda Garcia,32,No,Travel_Rarely,1042,Research & Development,1,4,Life Sciences,1,4,female,12/31/2012,94,3,3,Healthcare Representative,2,Married,$7802.00,25441,0,Y,N,12,4,4,80,0,13,0,2,12,11,4,2
3517,Andrew Gonzalez,24,Yes,TRAVEL_RARELY,1233,SALES,3,2,Marketing,1,4,Male,19/01/2022,50,4,2,Sales Representative,3,Single,"5,285",25218,1,Y,No,20,3,4,80,1,3,2,3,2,2,1,2
7365,Joseph Jackson,28,No,TRAVEL_RARELY,193,Research & Development,11,1,Life Sciences,1,4,Male,26/12/2022,72,2,2,Manufacturing Director,4,Married,5444,16508,1,Y,Yes,12,3,2,80,1,6,3,4,2,2,0,1
8826,Lisa Wright,44,No,Travel Rarely,$241, Sales,10,2,Marketing,1,1,N/A,26/06/2024,38,3,3,Sales Executive,3,Married,7881,20101,1,Y,No,20,3,2,80,0,26,4,2,0,0,0,0
7891,Donna Jackson,33,Yes,Travel_Rarely,811,Research & Development,3,4,Medical,1,4, Female,02/25/2018,55,2,4,Laboratory Technician,1,Single,13155,21469,4,Y,Yes,24,3,4,80,1,12,3,3,6,0,2,4
9293,Matthew Lee,43,No,Travel_Frequently,1340,Research & Development,29,4,Medical,1,3,M,08/06/2008,92,2,5,Manager,2,Married,"19,999",21266,3,Y,Yes,15,3,4,80,0,23,6,3,16,15,3,13
3199,Kenneth Wright,30,Yes,Travel_Rarely,1371,Research & Development,1,2,Medical,1,1,Male,2024-06-24,40,4,4,Manufacturing Director,4,Divorced,"$15,368",19681,2,Y,No,19,3,3,80,1,11,2,3,0,0,0,0
242,Melissa White,41,No,TRAVEL_RARELY,567,research & development,1,4,Technical Degree,1,2,Female,12/20/2016,69,2,5,Research Scientist,2,Married,19999,10740,3,Y,No,11,3,3,80,1,19,3,4,8,8,5,0
6593,Michael Smith,58,Yes,Travel_Frequently,597,RESEARCH & DEVELOPMENT,6,3,MEDICAL,1,4, Male,2011-02-06,39,3,3,Manager,1,Divorced,10987,8119,2,Y,No,15,4,3,80,1,38,3,3,13,1,7,9
7999,Sandra Hill,33,No,Travel_Rarely,427, Sales,6,4,Marketing,1,4,NA,02/25/2011,69,3,4,Sales Representative,2,Divorced ,"$10,193",20017,6,Y,No,13,3,3,80,1,13,2,4,13,5,4,12
107,ryan wilson,26,No,travel_rarely,1212,R&D,2,3,Life Sciences,1,3,Male,09/21/2022,92,2,2,Manager,4,Married,"3,751",22090,3,Y,No,13,3,3,80,0,5,2,2,2,1,0,1
2636,Amanda Johnson,28.0,No,travel_frequently,156,Research & Development,1,2,Human Resources,1,4,Female,2024-05-31,38,4,2,Research Scientist,3,Married,5719,16883,1,Y,0,21,4,4,80,2,7,3,2,0,0,0,0
1547,Mark Perez,34,Yes,No Travel,1163,Research & Development,29,4,Technical Degree,1,1,Male,26/03/2016,73,3,5,Laboratory Technician,2,Single,?,24052,2,Y,1,14,4,2,80,1,16,2,3,8,7,0,5
8554,Edward Harris,42,No,Travel_Rarely,$1077,Research & Development,1,4,Medical,1,1,Male,12-Jan-2017,47,3,5,Laboratory Technician,2,Single,19999,12218,3,Y,No,24,3,4,80,1,21,2,3,7,5,5,5
5606,Michael Perez,26,No,Travel_Rarely,1454,Research & Development,10,4,Life Sciences,1,3,Male,02/02/2020,53,2,4,Laboratory Technician,4,Single,$9813.00,8965,1,Y,No,13,3,4,80,0,6,3,3,4,2,0,3
9733,Laura Smith,,No,Travel_Rarely,169,Research & Development,8,3,Medical,1,1,Female,13-Feb-2016,98,3,3,Laboratory Technician,2,Married,6094,2752,n/a,Y,NULL,13,3,3,80,1,17,6,3,8,2,7,2
1720,joshua thomas,25,No,Travel_Frequently,983,R&D,3,2,Life Sciences,1,4,Male,2019-10-14,63,3,2,Laboratory Technician,3,Divorced,5879,16853,2,Y,No,16,3,3,80,1,5,4,3,5,0,0,5
8374,Joseph Hill,46,No,Non-Travel,$886,Sales,1,3,Other,1,2,Male,25/02/2013,31,3,3,Sales Executive,3,Divorced,$9409.00,11044,4,Y,No,14,4,4,80,1,24,2,1,11,10,7,1
4032,Rebecca Davis,48,No,travel_rarely,842,research & development,5,2,Medical,1,4,Female,08/11/2010,43,3,3,Healthcare Representative,3,Married,"$5,996",17025,2,Y,No,24,3,2,80,1,30,2,2,14,5,13,7
5169,Donna Lee,33,Yes,Travel_Rarely,1019,Sales,1,4,Life Sciences,1,2,Female,22/01/2019,40,4,2,Sales Executive,1, Married,$4963.00,5297,2,Y,NO,23,3,4,80,2,11,1,1,5,4,2,3
4241,James Harris,29,No,travel_rarely,526,Sales,3,1,TECHNICAL DEGREE,1,4,Male,2022-11-29,78,3,2,Sales Executive,1,Single,5710,7358,2,Y,No,14,4,4,80,1,8,3,3,2,1,0,2
5444,Jessica Taylor,39,No,Travel_Rarely,436,Sales,4,1,Human Resources,1,4,Female,28/10/2011,36,4,4,Sales Representative,4,DIVORCED,"$16,055",12744,3,Y,No,18,3,4,80,1,17,2,3,13,8,9,5
3986,Betty White,36,No,Travel_Rarely,624,Research & Development,5,5,MEDICAL,1,4,Female,2008-10-21,93,4,4,Laboratory Technician,4,Married,14833,24177,2,Y,Y,21,3,3,80,0,17,2,3,16,14,13,7
5535,BETTY ALLEN,43,No,Travel_Rarely,1480,Sales,2,4,Medical,1,2,?,30-Jun-2010,58,2,4,Sales Executive,1,Single,"12,958",9047,3,Y,No,17,3,2,80,0,25,0,3,14,12,7,5
1396,Amanda Lopez,29,No,Travel_Frequently,969,Research & Development,14,3,Life Sciences,1,1,Female,2024-08-07,91,4,2,Research Scientist,1,Single,4893,18771,0,Y,N,11,3,4,80,0,7,1,2,0,0,0,0
715,Jennifer Flores,46,No,Travel Rarely,1373,Research & Development,1,3,Marketing,1,2,F,05/18/2012,76,3,3,Manufacturing Director,3,Single,"$7,932",8497,0,Y,no,20,3,2,80,0,24,3,4,12,9,8,2
2508,Melissa Wright,22,No,Travel_Rarely,1076,Sales,11,3,Technical Degree,1,2,female,11/18/2024,41,3,2,Sales Executive,1,Single,4099,25455,2,Y,N,24,3,3,80,0,3,1,2,0,0,0,0
5368,Emily Anderson,43,No,Travel_Rarely,817,Research & Development,12,1,Life Sciences,1,3,Female,2008-11-27,62,3,3,Manufacturing Director,3,Single,7436,17448,1,Y,Yes,18,3,3,80,1,23,3,3,16,15,7,14
4152,Kimberly Scott,32.0,No,Non-Travel,943,Human Resources,29,4,technical degree,1,3,Female,2012-12-31,75,2,3,Human Resources,3, Married,"9,560",17051,1,Y,0,15,3,3,80,0,12,2,3,12,1,5,5
8256,  Emily Moore  ,42,No,Travel_Rarely,1477,Human Resources,9,4,Human Resources,1,2,Female,"August 25, 2021",98,3,3,Human Resources,3,married,"$9,512",11136,3,Y,Yes,13,3,3,80,2,23,5,3,3,0,2,1
5217,Elizabeth Jones,45,No,Travel_Rarely,1040,R&D,1,2,Technical Degree,1,2,Female,12/10/2016,74,4,4,Research Scientist,3,Divorced,16896,9430,1,Y,No,22,4,4,80,3,23,4,4,8,1,5,3
4814,Susan Young,38,No,Travel_Frequently,$500,Sales,29,3,Marketing,1,1,F,2020-09-26,80,4,3,Sales Representative,3,Divorcd,$7227.00,15050,3,Y,No,24,3,4,80,1,18,2,3,4,0,1,1
3540,Jason Lee,22,No,Travel_Rarely,643,Research & Development,17,2,Life Science,1,2,Male,24-Nov-2024,63,4,1,Research Scientist,1,Married,"$2,477",6494,7,Y,Yes,19,3,1,80,1,0,1,2,0,0,0,0
5639,Matthew Walker,37,Yes,Non-Travel,678,Sales,2,4,Marketing,1,3,Male,03/14/2023,68,3,4,Sales Representative,4,Married,"$8,128",9117,NULL,Y,No,17,3,3,80,0,17,2,2,1,0,0,1
9130,George Miller,32,No,Travel Rarely,1201,research & development,11,4,Life Sciences,1,4,Male,05/11/2022,50,4,5,Laboratory Technician,2,Married,19999,24936,5,Y,no,24,3,2,80,2,13,2,2,2,0,1,1
4939,Daniel Hill,32.0,Yes,Travel_Rarely,1019,Research & Development,8,3,Life Science,1,1,Male,2019-01-01,34,2,3,Research Scientist,2,Single,"5,335",24402,2,Y,No,12,3,3,80,1,11,3,2,6,4,5,3
6022,Jennifer King,22,N/A,Travel_Rarely,$894,Sales,13,2,Marketing,1,4,female,09-Mar-2024,64,2,1,Sales Executive,3,Married,2632,11082,0,Y,no,14,3,2,80,0,0,3,4,0,0,0,0
1997,Kevin Hill,23,Yes,Travel_Rarely,853, Sales,2,5,Life Sciences,1,3,Male,06/02/2021,62,2,2,Sales Representative,3,Married,"4,346",26173,1,Y,Yes,17,3,4,80,2,3,5,4,3,0,0,3
8184,Steven Allen,41,No,Travel_Rarely,752,Research & Development,18,4,LIFE SCIENCES,1,4, Male,2015-11-20,42,3,4,Laboratory Technician,4,Married,13921,22877,2,Y,Yes,11,3,4,80,0,23,2,3,9,1,9,1
6374,Jacob Robinson,23,No,Travel_Rarely,253,Research & Development,1,4,Medical,1,3,Male,2023-12-29,70,1,1,Healthcare Representative,2,Single,"$2,563",23156,4,Y,NO,15,3,3,80,2,1,3,3,1,0,0,1
439,Jason Sanchez,42,No,Travel_Frequently,982,Sales,2,1,Marketing,1,4,male,21/06/2002,70,3,4,Sales Executive,4,Divorced,"$15,851",3811,1,Y,No,13,3,1,80,1,23,6,2,22,14,15,22
8648,Edward Scott,32,No,Travel_Rarely,1017,Sales,7,2,Technical Degree,1,1,Male,"February 10, 2020",41,2,3,Sales Representative,3,Maried,8699,26649,2,Y,No,11,3,4,80,0,11,3,3,4,2,1,2
459,John Wilson,18,Yes,Travel_Frequently,966,Research & Development,1,4,Other,1,3,MALE,30/09/2024,79,3,1,Research Scientist,2,Single ,2808,16953,2,Y,Yes,18,3,4,80,1,0,3,3,0,0,0,0
4487,Michael Jackson,36,Yes,Travel_Rarely,1262,Research & Development,16,5,-,1,4,Male,2014-04-22,77,1,4,Research Scientist,1,Married,14756,8561,5,Y,Yes,19,3,3,80,0,16,3,4,10,8,9,4
5176,Kevin Davis,35,No,Travel_Rarely,1104,Sales,9,4,Marketing,1,2,Male,26-Jun-2021,40,2,4,Sales Executive,4,Single,"$12,434",19519,0,Y,Yes,19,3,3,80,0,14,2,3,3,1,0,2
1135,  Joshua Wilson  ,50,No,Travel_Rarely,1267,Research & Development,4,4,TECHNICAL DEGREE,1,4,MALE,2005-01-13,32,4,3,Laboratory Technician,3,MARRIED,6224,9411,2,Y,Yes,13,3,4,80,0,31,6,3,19,9,2,3
3523,John Sanchez,36,No,Travel_Rarely,1220,Research & Development,1,1,other,1,2, Male,?,99,3,3,Research Scientist,4,Single,"8,412",8145,4,Y,no,18,3,1,80,0,15,1,2,6,4,2,1
8794,  Mark Jackson  ,38,No,Travel_Frequently,1040,RESEARCH & DEVELOPMENT,6,3,Medical,1,4,Male,30/10/2008,65,4,4,Research Scientist,4,Married,12793,3135,2,Y,No,14,3,3,80,1,16,3,3,16,3,15,2
8619,Anthony Johnson,50,No,Travel_Rarely,1370,Research & Development,2,2,Medical,1,3,Male,1996-07-17,66,1,3,Laboratory Technician,4,Married,"11,602",9265,2,Y,Yes,11,3,4,80,1,32,2,3,28,17,5,18
8584,JASON SANCHEZ,34,No,Travel_Rarely,1491,Sales,2,2,Marketing,1,4,Male,2012-06-02,96,1,5,Sales Representative,3,Married,"16,783",25616,5,Y,No,24,3,2,80,1,15,2,3,12,1,9,1
7555,Kenneth Anderson,42,No,Travel_Frequently,1353,Sales ,5,5,marketing,1,4,M,"March 22, 2019",72,4,4,Sales Executive,4,Single,11865,4665,4,Y,NA,16,3,2,80,0,24,2,4,5,5,2,1
2491,Daniel Smith,57,No,Travel_Rarely,338,Sales,3,1,TECHNICAL DEGREE,1,3,male,"December 26, 2008",92,3,3,Sales Representative,4,Divorced,"$8,943",19862,1,Y,N,16,3,4,80,0,37,4,3,16,6,8,10
2174,william lee,19,No,Travel_Rarely,999,RESEARCH & DEVELOPMENT,29,4,Technical Degree,1,1,Male,2024-12-30,97,3,1,Research Scientist,1,Divorcd,"$2,176",16724,2,Y,Yes,24,3,1,80,0,0,0,4,0,0,0,0
478,Deborah Brown,30,No,Unknown,392,Sales,7,2,Human Resources,1,3,Female,06/26/2016,42,3,2,Sales Representative,1,Married,$5206.00,9833,4,Y,No,20,3,4,80,1,11,3,3,8,5,7,0
2793,Karen Gonzalez,35,No,Travel_Rarely,304,Research & Development,9,5,Medical,1,4,Female,07/28/2014,63,2,3,Research Scientist,2,Married,7903,24337,6,Y,No,15,3,3,80,1,14,6,2,10,4,10,0
1107,Ashley Young,24,No,NA,1125,Sales,1,3,Life Sciences,1,3,Female,20/07/2019,92,3,2,Sales Representative,2,Single,"$5,941",4098,3,Y,N,15,3,2,80,0,6,2,3,5,4,3,1
9316,Robert Scott,31,No,Travel_Rarely,-,Research & Development,2,4,Life Sciences,1,4,Male,2024-07-04,82,2,4,Research Director,2,Divorced,"$10,686",8128,3,Y,No,16,4,2,80,0,11,1,2,0,0,0,0
2238,JASON MARTINEZ,39,No,-,967,Sales,8,3,Mktg,1,4,Male,2020-10-16,83,1,5,Sales Representative,1,divorced,15890,10982,2,Y,No,11,3,1,80,0,21,0,2,4,2,4,1
8185,Karen Miller,36,No,travel_rarely,1316, Sales,7,1,Marketing,1,3, Female,28-Nov-2017,34,2,3,Sales Executive,4,MARRIED,"7,856",25971,4,Y,0,17,3,1,80,2,16,0,4,7,6,2,4
2732,David Anderson,47,No,Travel_Rarely,391,Research & Development,3,3,Medical,1,1,M,12/08/2012,42,3,4,Healthcare Representative,3,Single,"$12,177",24598,2,Y,No,13,3,3,80,2,26,3,3,12,0,12,3
2852,Sharon Rodriguez,47,No,Travel_Rarely,1039,R&D,1,4,Medical,1,2,Female,"September 17, 2022",37,3,3,Manufacturing Director,4,Married,"$8,328",12123,3,Y,No,16,3,2,80,1,28,2,4,2,2,0,2
6222,Joshua Nguyen,19,No,Non-Travel,$1237,Human Resources,2,3,Human Resources,1,3, Male,11/22/2023,75,3,1,Human Resources,1,Married,"$1,473",11275,5,Y,NO,23,3,2,80,0,1,2,3,1,0,0,0
5294,Ashley Lopez,35,No,Travel_Rarely,255,Sales,1,3,Marketing,1,2,Female,2009-03-10,60,3,5,Sales Representative,1,Single ,19999,14482,4,Y,No,20,3,4,80,0,17,2,3,15,7,13,14
9540,Karen Hill,33.0,No,Travel_Rarely,583,Research and Development,10,3,technical degree,1,1,Female,13-Jun-2024,74,2,3,Research Scientist,4,Single,"$8,406",25550,2,Y,0,24,3,3,80,0,15,4,4,0,0,0,0
5668,Brian Flores,31,No,travel_rarely,1250,Research & Development,10,3,Life Sciences,1,1,Male,2011-03-08,95,3,5,Laboratory Technician,4,single,$19975.00,7541,3,Y,Yes,13,3,3,80,0,13,1,3,13,1,11,13
8722,Ryan Hill,30,No,Travel Rarely,654,Research & Development,-9,2,Life Sciences,1,4,M,2014-08-18,99,3,3,Healthcare Representative,2,Married,8702,19793,1,Y,Yes,18,3,4,80,0,10,3,4,10,10,6,4
6409,Daniel King,48,No,Travel_Rarely,114,Research & Development,1,3,Technical Degree,1,3,Male,2018-11-24,88,4,5,Manufacturing Director,2,Married,"$16,727",23331,4,Y,Y,24,3,2,80,0,26,2,2,6,4,2,4
7027,Kenneth Williams,-1,No,Travel_Rarely,603,Research & Development,1,5,Technical Degree,1,3,male,18/10/2003,42,3,3,Manager,1,Married,"7,492",10872,2,Y,No,22,3,1,80,1,23,2,3,21,14,14,7
6607,Deborah Martinez,33,No,Travel_Rarely,439,Research & Development,1,3,Life Sciences,1,3,FEMALE,2022-10-18,38,3,4,Laboratory Technician,4,Single,"$13,596",18844,3,Y,No,20,3,4,80,1,12,2,2,2,1,0,2
9647,Jason Sanchez,36,No,Travel_Rarely,974,Research and Development,6,2,Life Sciences,1,1,Male,"October 23, 2015",65,3,5,Research Scientist,2,Single ,19999,9931,1,Y,No,11,3,3,80,0,16,1,2,9,7,6,9
7414,Richard Martinez,45,No,travel_rarely,$665,RESEARCH & DEVELOPMENT,8,2,Unknown,1,3,MALE,07/02/2020,37,4,4,Manager,4,Married,"$6,934",22236,3,Y,Unknown,19,4,3,80,2,27,6,4,4,4,4,0
9268,Sarah Robinson,30,No,Travel_Frequently,228,Sales,11,1,Life Sciences,1,3,Female,12/05/2019,96,3,4,Manager,3,Married,16031,11788,5,Y,0,24,3,4,80,2,9,6,3,5,5,0,1
3498,Michelle Wilson,49,No,Travel_Rarely,965,Research & Development,13,3,Medical,1,3,Female,01/30/2008,30,3,3,Laboratory Technician,3,Married,"10,312",25386,4,Y,Yes,13,3,4,80,0,31,2,2,16,7,2,14
543,Paul Flores,37,No,Travel_Frequently,1141,research & development,4,1,Marketing,1,1,male,06/02/2011,67,3,3,Research Scientist,4,Divorced,10409,13675,2,Y,No,16,3,4,80,0,15,2,3,13,2,0,6
2821,Cynthia Perez,43,No,Travel_Frequently,1005,Research & Development,4,3,Life Sciences,1,3, Female,29/12/2007,80,4,4,Laboratory Technician,2,Divorcd,14975,13012,4,Y,No,18,3,3,80,2,23,2,3,17,16,12,16
6141,Edward Davis,46,Yes,Travel_Rarely,284,Sales,3,5,Human Resources,1,2,Male,08/14/2014,44,3,5,Sales Executive,3,DIVORCED,18012,4518,5,Y,no,19,3,2,80,0,24,3,3,10,0,10,5
3620,Barbara Smith,40,No,Travel_Rarely,786,Research & Development,5,3,Life Sciences,1,1,Female,22/02/2024,45,4,3,Laboratory Technician,4,Divorced,"$10,412",2402,3,Y,No,16,3,4,80,0,18,4,4,0,0,0,0
1805,Brian Martin,38,Yes,Travel_Rarely,261,SALES,7,3,Human Resources,1,1,Male,2012-06-28,71,2,5,Sales Executive,1,Divorced,"$16,790",24001,2,Y,1,20,3,1,80,0,16,2,4,12,10,0,3
3013,Charles Taylor,31,No,TRAVEL_RARELY,794,NULL,2,3,Life Sciences,1,1,Male,05/30/2014,75,3,3,Manufacturing Director,3,Maried,8816,19290,3,Y,No,14,3,3,80,2,10,2,2,10,4,2,8
8569,Jacob Clark,23,No,Travel_Rarely,393,Human Resources,5,5,Human Resources,1,1,Male,"November 02, 2023",47,3,2,Human Resources,2,Single,4684,15562,1,Y,No,16,3,4,80,2,3,4,2,1,0,1,1
2275,Barbara White,45,No,Travel_Rarely,364,Unknown,8,3,life sciences,1,3,Female,04/06/2022,93,3,5,Laboratory Technician,2,Single,"$19,999",4386,1,Y,No,19,3,1,80,1,24,2,3,2,1,0,2
7829,Margaret Thompson,49,No,Travel_Rarely,1000,research & development,1,4,Other,1,3,Female,28-Jun-2022,75,2,4,Manager,2,Married,12626,7298,2,Y,N,23,3,2,80,0,30,2,4,2,2,0,1
4639,Emily Clark,36,No,Travel_Rarely,624,SALES,10,3,Marketing,1,1,female,2017-12-11,91,3,4,Sales Representative,2,Married,"$16,820",13955,4,Y,NO,15,3,2,80,1,14,2,2,7,1,4,2
3741,Jennifer Clark,47.0,No,NULL,1137,Sales,1,3,Life Sciences,1,3, Female,2008-05-08,54,2,3,Sales Representative,2,Divorced,"$8,537",5612,0,Y,Yes,22,3,3,80,1,28,2,3,16,13,12,6
1843,Mark Young,42,No,Travel_Frequently,770,Research & Development,1,3,Technical Degree,1,4,Male,"March 20, 2020",98,4,4,Research Scientist,4,Married,10160,2700,4,Y,No,17,3,4,80,1,21,1,2,4,0,0,1
8522,Steven Walker,NA,No,Travel_Rarely,523,Research & Development,5,5,Technical Degree,1,3,Male,2017-04-01,96,3,3,Laboratory Technician,2,Married,"$9,648",22614,3,Y,Yes,12,4,3,80,0,26,2,4,7,7,2,6
4779,Thomas Thompson,18,No,Travel Frequently,1370,Sales,1,1,Other,1,1,Male,2024-07-17,46,3,1,Sales Executive,1,Married,3048,4964,3,Y,NO,22,3,3,80,3,0,4,3,0,0,0,0
481,Elizabeth Allen,44,Yes,Travel_Rarely,418,Human Resources,2,3,Medical,1,2, Female,2012-02-26,57,3,5,Human Resources,4,Divorced,"$18,406",10288,2,Y,1,17,3,3,80,1,24,3,3,12,9,0,2
2555,Susan Brown,18,No,travel_rarely,147,Human Resources,29,3,Marketing,1,2,Female,2024-09-06,51,2,1,Human Resources,1,Single,3086,11465,3,Y,Yes,24,3,2,80,1,0,1,4,0,0,0,0
8048,Ryan Jackson,29,No,Travel_Rarely,578,Sales,5,3,Marketing,1,1,Male,01-Jul-2023,62,4,4,Sales Executive,2,Divorced ,12506,11358,1,Y,Yes,24,3,1,80,1,9,1,3,1,1,1,1
7442,Deborah Anderson,35,No,Travel Rarely,173,Research & Development,24,4,Life Sciences,1,2,Female,21/04/2008,97,2,5,Laboratory Technician,2,Divorced,19999,25242,1,Y,Yes,24,3,1,80,3,17,3,4,16,1,4,11
